Service_ID,Resource_ID,Assigned,Normalized_KPI,Normalized_KVI,Weighted_Sum_KPI,Weighted_Sum_KVI,Min_KPI,Min_KVI,KPI_Service,KVI_Service,KPI_Resource,KVI_Resource
6,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,0.22851941099211578,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
0,31,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8930347072280242,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
1,20,1,[1. 1. 1.],0,1.0,0.8456202338905738,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,15,1,[0.98244054 0.19512195 0.71428571],0,0.508334798364019,0.9019913756984422,0,0,"[1.0, 100.0, 30.0]",[],"[0.8, 85.0, 20.0]",[]
3,60,1,[1. 1. 1.],0,1.0,0.8437321957941922,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
4,55,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8813874921264714,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
5,76,1,[1. 1. 1.],0,1.0,0.8781645308676094,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,0.22851941099211578,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
0,31,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8930347072280242,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
1,20,1,[1. 1. 1.],0,1.0,0.8456202338905738,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,15,1,[0.98244054 0.19512195 0.71428571],0,0.508334798364019,0.9019913756984422,0,0,"[1.0, 100.0, 30.0]",[],"[0.8, 85.0, 20.0]",[]
3,60,1,[1. 1. 1.],0,1.0,0.8437321957941922,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
4,55,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8813874921264714,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
5,76,1,[1. 1. 1.],0,1.0,0.8781645308676094,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,0.22851941099211578,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
0,31,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8930347072280242,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
1,20,1,[1. 1. 1.],0,1.0,0.8456202338905738,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,15,1,[0.98244054 0.19512195 0.71428571],0,0.508334798364019,0.9019913756984422,0,0,"[1.0, 100.0, 30.0]",[],"[0.8, 85.0, 20.0]",[]
3,60,1,[1. 1. 1.],0,1.0,0.8437321957941922,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
4,55,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8813874921264714,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
5,76,1,[1. 1. 1.],0,1.0,0.8781645308676094,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,0.22851941099211578,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
0,31,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8930347072280242,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
1,20,1,[1. 1. 1.],0,1.0,0.8456202338905738,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,15,1,[0.98244054 0.19512195 0.71428571],0,0.508334798364019,0.9019913756984422,0,0,"[1.0, 100.0, 30.0]",[],"[0.8, 85.0, 20.0]",[]
3,60,1,[1. 1. 1.],0,1.0,0.8437321957941922,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
4,55,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8813874921264714,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
5,76,1,[1. 1. 1.],0,1.0,0.8781645308676094,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,0.22851941099211578,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
0,31,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8930347072280242,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
1,20,1,[1. 1. 1.],0,1.0,0.8456202338905738,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,15,1,[0.98244054 0.19512195 0.71428571],0,0.508334798364019,0.9019913756984422,0,0,"[1.0, 100.0, 30.0]",[],"[0.8, 85.0, 20.0]",[]
3,60,1,[1. 1. 1.],0,1.0,0.8437321957941922,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
4,55,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8813874921264714,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
5,76,1,[1. 1. 1.],0,1.0,0.8781645308676094,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,0.22851941099211578,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
0,31,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8930347072280242,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
1,20,1,[1. 1. 1.],0,1.0,0.8456202338905738,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,15,1,[0.98244054 0.19512195 0.71428571],0,0.508334798364019,0.9019913756984422,0,0,"[1.0, 100.0, 30.0]",[],"[0.8, 85.0, 20.0]",[]
3,60,1,[1. 1. 1.],0,1.0,0.8437321957941922,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
4,55,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8813874921264714,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
5,76,1,[1. 1. 1.],0,1.0,0.8781645308676094,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,0.22851941099211578,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
0,31,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8930347072280242,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
1,20,1,[1. 1. 1.],0,1.0,0.8456202338905738,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,15,1,[0.98244054 0.19512195 0.71428571],0,0.508334798364019,0.9019913756984422,0,0,"[1.0, 100.0, 30.0]",[],"[0.8, 85.0, 20.0]",[]
3,60,1,[1. 1. 1.],0,1.0,0.8437321957941922,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
4,55,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8813874921264714,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
5,76,1,[1. 1. 1.],0,1.0,0.8781645308676094,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,0.22851941099211578,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
0,31,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8930347072280242,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
1,20,1,[1. 1. 1.],0,1.0,0.8456202338905738,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,15,1,[0.98244054 0.19512195 0.71428571],0,0.508334798364019,0.9019913756984422,0,0,"[1.0, 100.0, 30.0]",[],"[0.8, 85.0, 20.0]",[]
3,60,1,[1. 1. 1.],0,1.0,0.8437321957941922,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
4,55,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,0.8813874921264714,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
5,76,1,[1. 1. 1.],0,1.0,0.8781645308676094,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,0.22851941099211578,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
7,45,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24702202697874656,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]

Total,,,,,69.13913185354632,56.233620251683575,,,,,,
